Province_State,Last_Update,Confirmed,Deaths,Recovered,Active,Case_Fatality_Ratio
Idaho,2021-08-08,204091,2217,NA,NA,1.0862801397415858
Illinois,2021-08-08,1436353,25936,NA,NA,1.8056842572821583
Indiana,2021-08-08,781326,14054,NA,NA,1.7987370188628051
Iowa,2021-08-08,382401,6193,NA,NA,1.619504133095886
Kansas,2021-08-08,340491,5305,NA,NA,1.5580441186404341
Kentucky,2021-08-08,495132,7372,NA,NA,1.4888958903888256
Louisiana,2021-08-08,573903,11210,NA,NA,1.9532917583633471
Maine,2021-08-08,71306,901,NA,NA,1.2635682831739266
Maryland,2021-08-08,473116,9849,NA,NA,2.0817304847014264
Massachusetts,2021-08-08,726395,18095,NA,NA,2.4910689087892948
Michigan,2021-08-08,1018601,21221,NA,NA,2.083347650355733
Minnesota,2021-08-08,617788,7787,NA,NA,1.260464754899739
Mississippi,2021-08-08,358149,7621,NA,NA,2.1278853214723483
Missouri,2021-08-08,706578,10274,NA,NA,1.4540503666969535
Montana,2021-08-08,117882,1722,NA,NA,1.4607828167150199
Nebraska,2021-08-08,231069,2290,NA,NA,0.9910459646252849
Nevada,2021-08-08,363574,6005,NA,NA,1.6516582593914857
New Hampshire,2021-08-08,101662,1389,NA,NA,1.3662922232495918
New Jersey,2021-08-08,1048053,26645,NA,NA,2.5423332598637662
New Mexico,2021-08-08,213793,4425,NA,NA,2.0697590660124514
New York,2021-08-08,2173080,53729,NA,NA,2.472481454893515
North Carolina,2021-08-08,1071137,13736,NA,NA,1.2823756438252063
North Dakota,2021-08-08,112285,1573,NA,NA,1.4008994968161377
Ohio,2021-08-08,1140917,20556,NA,NA,1.801708625605544
Oklahoma,2021-08-08,493983,7531,NA,NA,1.524546391272574
Oregon,2021-08-08,226899,2889,NA,NA,1.2732537384475031
Pennsylvania,2021-08-08,1239996,27900,NA,NA,2.2500072580879293
Rhode Island,2021-08-08,155825,2743,NA,NA,1.7603080378629874
South Carolina,2021-08-08,634310,9950,NA,NA,1.5686336333969195
South Dakota,2021-08-08,125599,2052,NA,NA,1.6337709695140883
Tennessee,2021-08-08,914110,12820,NA,NA,1.4024570347113583
Texas,2021-08-08,3235644,53661,NA,NA,1.6584333752415283
Utah,2021-08-08,438479,2494,NA,NA,0.5687843659559523
Vermont,2021-08-08,25320,260,NA,NA,1.0268562401263823
Virginia,2021-08-08,704664,11558,NA,NA,1.6402143432898515
Washington,2021-08-08,488640,6168,NA,NA,1.262278978388998
West Virginia,2021-08-08,169162,2965,NA,NA,1.7527577115427817
Wisconsin,2021-08-08,695245,8300,NA,NA,1.1938237599695072
Wyoming,2021-08-08,66453,786,NA,NA,1.182790844657126
Alabama,2020-08-09,99854,1755,37923,60495,NA
Alaska,2020-08-09,3659,26,1254,2333,NA
Arizona,2020-08-09,186107,4137,25163,156807,NA
Arkansas,2020-08-09,48811,535,40360,7916,NA
California,2020-08-09,560936,10303,NA,544081,NA
Colorado,2020-08-09,50324,1857,5490,42959,NA
Connecticut,2020-08-09,50320,4441,8721,37158,NA
Delaware,2020-08-09,15502,606,8416,6496,NA
District of Columbia,2020-08-09,12653,590,10124,1939,NA
Florida,2020-08-09,526577,8109,NA,518468,NA
Georgia,2020-08-09,213427,4186,NA,209241,NA
Hawaii,2020-08-09,3346,31,1467,1848,NA
Idaho,2020-08-09,24497,235,8738,15524,NA
Illinois,2020-08-09,193998,7840,NA,186158,NA
Indiana,2020-08-09,73287,2974,54068,16183,NA
Iowa,2020-08-09,48535,927,36882,10726,NA
Kansas,2020-08-09,30445,380,1293,28790,NA
Kentucky,2020-08-09,34578,772,8674,25132,NA
Louisiana,2020-08-09,128746,4207,89083,35456,NA
Maine,2020-08-09,4028,125,3504,399,NA
Maryland,2020-08-09,94581,3577,5899,85105,NA
Massachusetts,2020-08-09,120711,8721,99021,12969,NA
Michigan,2020-08-09,96191,6520,63636,26035,NA
Minnesota,2020-08-09,60101,1689,52768,5644,NA
Mississippi,2020-08-09,66646,1874,42391,22381,NA
Missouri,2020-08-09,58964,1347,NA,56694,NA
Montana,2020-08-09,4889,75,3255,1559,NA
Nebraska,2020-08-09,28245,345,20333,7567,NA
Nevada,2020-08-09,55419,949,1297,53173,NA
New Hampshire,2020-08-09,6818,419,6049,350,NA
New Jersey,2020-08-09,187033,15869,32956,135604,NA
New Mexico,2020-08-09,22115,681,9166,12268,NA
New York,2020-08-09,420345,32601,73609,313968,NA
North Carolina,2020-08-09,134948,2184,105093,27671,NA
North Dakota,2020-08-09,7508,112,6268,1128,NA
Ohio,2020-08-09,99969,3369,77429,18872,NA
Oklahoma,2020-08-09,43080,603,35745,6732,NA
Oregon,2020-08-09,21010,355,4111,16544,NA
Pennsylvania,2020-08-09,122716,7315,90930,24425,NA
Rhode Island,2020-08-09,19738,1037,1876,16848,NA
South Carolina,2020-08-09,99460,2007,37798,59655,NA
South Dakota,2020-08-09,9477,146,8307,1024,NA
Tennessee,2020-08-09,120585,1215,80340,39030,NA
Texas,2020-08-09,502563,9414,338343,150231,NA
Utah,2020-08-09,43751,335,33115,10301,NA
Vermont,2020-08-09,1454,58,1272,124,NA
Virginia,2020-08-09,99189,2322,12843,84024,NA
Washington,2020-08-09,63189,1711,NA,60835,NA
West Virginia,2020-08-09,7563,131,5609,1823,NA
Wisconsin,2020-08-09,59933,996,49283,9654,NA
Wyoming,2020-08-09,3015,28,2462,525,NA
Alabama,2021-08-09,607209,11624,NA,NA,1.9143326268220664
Alaska,2021-08-09,77586,398,NA,NA,0.5129791457221664
Arizona,2021-08-09,946054,18388,NA,NA,1.9436522650926904
Arkansas,2021-08-09,404277,6301,NA,NA,1.5585848316871849
California,2021-08-09,4047097,64784,NA,NA,1.6007523417402647
Colorado,2021-08-09,581692,6978,NA,NA,1.19960391409887
Connecticut,2021-08-09,358076,8296,NA,NA,2.3168265954713525
Delaware,2021-08-09,112772,1835,NA,NA,1.6271769588195648
District of Columbia,2021-08-09,51103,1149,NA,NA,2.248400289611177
Florida,2021-08-09,2768985,39695,NA,NA,1.433557783808869
Georgia,2021-08-09,1211439,21802,NA,NA,1.7996779037161592
Hawaii,2021-08-09,46503,542,NA,NA,1.165516203255704
Idaho,2021-08-09,204091,2217,NA,NA,1.0862801397415858
Illinois,2021-08-09,1436353,25936,NA,NA,1.8056842572821583
Indiana,2021-08-09,781326,14054,NA,NA,1.7987370188628051
Iowa,2021-08-09,382401,6193,NA,NA,1.619504133095886
Kansas,2021-08-09,340491,5305,NA,NA,1.5580441186404341
Kentucky,2021-08-09,495132,7372,NA,NA,1.4888958903888256
Louisiana,2021-08-09,573903,11210,NA,NA,1.9532917583633471
Maine,2021-08-09,71306,901,NA,NA,1.2635682831739266
Maryland,2021-08-09,473969,9857,NA,NA,2.079671877274674
Massachusetts,2021-08-09,726395,18095,NA,NA,2.4910689087892948
Michigan,2021-08-09,1018601,21221,NA,NA,2.083347650355733
Minnesota,2021-08-09,617788,7787,NA,NA,1.260464754899739
Mississippi,2021-08-09,358149,7621,NA,NA,2.1278853214723483
Missouri,2021-08-09,708412,10275,NA,NA,1.4504271525609391
Montana,2021-08-09,117882,1722,NA,NA,1.4607828167150199
Nebraska,2021-08-09,231069,2290,NA,NA,0.9910459646252849
Nevada,2021-08-09,363574,6005,NA,NA,1.6516582593914857
New Hampshire,2021-08-09,101662,1389,NA,NA,1.3662922232495918
New Jersey,2021-08-09,1049222,26650,NA,NA,2.539977240278988
New Mexico,2021-08-09,213793,4425,NA,NA,2.0697590660124514
New York,2021-08-09,2176658,53744,NA,NA,2.4691063088459466
North Carolina,2021-08-09,1071137,13736,NA,NA,1.2823756438252063
North Dakota,2021-08-09,112336,1573,NA,NA,1.4002634952286002
Ohio,2021-08-09,1142330,20556,NA,NA,1.7994800101546842
Oklahoma,2021-08-09,493983,7531,NA,NA,1.524546391272574
Oregon,2021-08-09,226899,2889,NA,NA,1.2732537384475031
Pennsylvania,2021-08-09,1239996,27900,NA,NA,2.2500072580879293
Rhode Island,2021-08-09,155825,2743,NA,NA,1.7603080378629874
South Carolina,2021-08-09,634310,9950,NA,NA,1.5686336333969195
South Dakota,2021-08-09,125599,2052,NA,NA,1.6337709695140883
Tennessee,2021-08-09,914110,12820,NA,NA,1.4024570347113583
Texas,2021-08-09,3238016,53688,NA,NA,1.6580523382219234
Utah,2021-08-09,438479,2494,NA,NA,0.5687843659559523
Vermont,2021-08-09,25320,260,NA,NA,1.0268562401263823
Virginia,2021-08-09,704664,11558,NA,NA,1.6402143432898515
Washington,2021-08-09,488640,6168,NA,NA,1.262278978388998
West Virginia,2021-08-09,169162,2965,NA,NA,1.7527577115427817
Wisconsin,2021-08-09,695245,8300,NA,NA,1.1938237599695072
Wyoming,2021-08-09,66453,786,NA,NA,1.182790844657126
Alabama,2020-08-10,101466,1768,37923,61643,NA
Alaska,2020-08-10,3760,26,1269,2416,NA
Arizona,2020-08-10,186923,4150,25527,157246,NA
Arkansas,2020-08-10,49383,544,41452,7387,NA
California,2020-08-10,566043,10334,NA,549369,NA
Colorado,2020-08-10,50660,1858,5507,43277,NA
Connecticut,2020-08-10,50320,4441,8721,37158,NA
Delaware,2020-08-10,15575,606,8449,6535,NA
District of Columbia,2020-08-10,12753,591,10156,2006,NA
Florida,2020-08-10,532806,8186,NA,524620,NA
Georgia,2020-08-10,216596,4199,NA,212397,NA
Hawaii,2020-08-10,3498,31,1511,1956,NA
Idaho,2020-08-10,24675,237,8921,15517,NA
Illinois,2020-08-10,195380,7845,NA,187535,NA
Indiana,2020-08-10,74328,2981,54068,17219,NA
Iowa,2020-08-10,48919,931,37096,10892,NA
Kansas,2020-08-10,30644,381,1293,28989,NA
Kentucky,2020-08-10,34982,773,8674,25535,NA
Louisiana,2020-08-10,131399,4263,89083,38053,NA
Maine,2020-08-10,4044,125,3512,407,NA
Maryland,2020-08-10,95503,3585,5910,86008,NA
Massachusetts,2020-08-10,121040,8735,99021,13284,NA
Michigan,2020-08-10,96726,6519,63636,26571,NA
Minnesota,2020-08-10,60898,1698,53568,5632,NA
Mississippi,2020-08-10,67173,1896,42391,22886,NA
Missouri,2020-08-10,60307,1354,NA,58049,NA
Montana,2020-08-10,4952,75,3275,1602,NA
Nebraska,2020-08-10,28432,345,20746,7341,NA
Nevada,2020-08-10,56230,957,1297,53976,NA
New Hampshire,2020-08-10,6835,419,6063,353,NA
New Jersey,2020-08-10,187399,15874,32977,135922,NA
New Mexico,2020-08-10,22315,685,9262,12368,NA
New York,2020-08-10,420860,32607,73689,314397,NA
North Carolina,2020-08-10,136346,2192,105093,29061,NA
North Dakota,2020-08-10,7596,112,6355,1129,NA
Ohio,2020-08-10,100848,3392,78435,18744,NA
Oklahoma,2020-08-10,43566,603,36052,6911,NA
Oregon,2020-08-10,21272,356,4111,16805,NA
Pennsylvania,2020-08-10,123378,7316,90930,25071,NA
Rhode Island,2020-08-10,19738,1037,1876,16848,NA
South Carolina,2020-08-10,100435,2031,37798,60606,NA
South Dakota,2020-08-10,9605,146,8334,1125,NA
Tennessee,2020-08-10,122712,1223,80997,40492,NA
Texas,2020-08-10,507929,9523,344845,149326,NA
Utah,2020-08-10,44127,336,33914,9877,NA
Vermont,2020-08-10,1459,58,1279,122,NA
Virginia,2020-08-10,100086,2326,12923,84837,NA
Washington,2020-08-10,63769,1722,NA,61384,NA
West Virginia,2020-08-10,7695,139,5678,1878,NA
Wisconsin,2020-08-10,60554,998,50028,9528,NA
Wyoming,2020-08-10,3050,28,2465,557,NA
Alabama,2021-08-10,612086,11625,NA,NA,1.8992429168450184
Alaska,2021-08-10,78441,399,NA,NA,0.5086625616705549
Arizona,2021-08-10,948245,18388,NA,NA,1.93916129270389
Arkansas,2021-08-10,405272,6322,NA,NA,1.5599399909196787
California,2021-08-10,4063317,64800,NA,NA,1.5947562053366744
Colorado,2021-08-10,584462,6998,NA,NA,1.1973404601154567
Connecticut,2021-08-10,359363,8296,NA,NA,2.308529258716117
Delaware,2021-08-10,112967,1835,NA,NA,1.6243681783175616
District of Columbia,2021-08-10,51589,1149,NA,NA,2.2272189807904788
Florida,2021-08-10,2768985,39695,NA,NA,1.4335577838088691
Georgia,2021-08-10,1224480,21831,NA,NA,1.7828792630341044
Hawaii,2021-08-10,46940,543,NA,NA,1.1567959096719216
Idaho,2021-08-10,205033,2224,NA,NA,1.0847034379831542
Illinois,2021-08-10,1444211,25965,NA,NA,1.7978674861221802
Indiana,2021-08-10,786272,14064,NA,NA,1.7886939888486426
Iowa,2021-08-10,382401,6193,NA,NA,1.6195041330958861
Kansas,2021-08-10,343203,5327,NA,NA,1.5521426094760244
Kentucky,2021-08-10,500267,7387,NA,NA,1.4766114894646258
Louisiana,2021-08-10,590446,11260,NA,NA,1.90703298862216
Maine,2021-08-10,71305,901,NA,NA,1.2635860037865507
Maryland,2021-08-10,474555,9861,NA,NA,2.0779467079685183
Massachusetts,2021-08-10,729047,18098,NA,NA,2.4824188289643883
Michigan,2021-08-10,1021681,21228,NA,NA,2.077752253394161
Minnesota,2021-08-10,618906,7791,NA,NA,1.2588341363631956
Mississippi,2021-08-10,365061,7649,NA,NA,2.09526627056848
Missouri,2021-08-10,709631,10275,NA,NA,1.4479356172433282
Montana,2021-08-10,118270,1723,NA,NA,1.4568360530988416
Nebraska,2021-08-10,231069,2290,NA,NA,0.9910459646252848
Nevada,2021-08-10,366584,6040,NA,NA,1.6476441961460402
New Hampshire,2021-08-10,102117,1389,NA,NA,1.3602044713416963
New Jersey,2021-08-10,1050083,26650,NA,NA,2.5378946235678512
New Mexico,2021-08-10,215098,4425,NA,NA,2.057201833582832
New York,2021-08-10,2178724,53750,NA,NA,2.4670403410436568
North Carolina,2021-08-10,1086938,13759,NA,NA,1.265849570076674
North Dakota,2021-08-10,112336,1573,NA,NA,1.4002634952286002
Ohio,2021-08-10,1143599,20556,NA,NA,1.7974832087121446
Oklahoma,2021-08-10,500311,7531,NA,NA,1.5052637259624513
Oregon,2021-08-10,230103,2903,NA,NA,1.2616089316523469
Pennsylvania,2021-08-10,1242724,27903,NA,NA,2.2453094975231838
Rhode Island,2021-08-10,155825,2743,NA,NA,1.7603080378629874
South Carolina,2021-08-10,643621,9981,NA,NA,1.5507573556487435
South Dakota,2021-08-10,125599,2052,NA,NA,1.6337709695140883
Tennessee,2021-08-10,923520,12837,NA,NA,1.3900077962577964
Texas,2021-08-10,3250897,53727,NA,NA,1.6526823212178057
Utah,2021-08-10,440497,2503,NA,NA,0.5682218040077458
Vermont,2021-08-10,25571,262,NA,NA,1.0245981776230886
Virginia,2021-08-10,709319,11571,NA,NA,1.6312829629546086
Washington,2021-08-10,495338,6177,NA,NA,1.2470272823809196
West Virginia,2021-08-10,170199,2972,NA,NA,1.7461912232151775
Wisconsin,2021-08-10,697781,8306,NA,NA,1.1903448216560784
Wyoming,2021-08-10,67026,786,NA,NA,1.1726792587950945
Alabama,2020-08-11,102391,1797,37923,63300,NA
Alaska,2020-08-11,3820,26,1332,2416,NA
Arizona,2020-08-11,187523,4154,25848,157521,NA
Arkansas,2020-08-11,50028,555,42130,7343,NA
California,2020-08-11,579653,10480,NA,563755,NA
Colorado,2020-08-11,51038,1862,5554,43604,NA
Connecticut,2020-08-11,50567,4444,8721,37402,NA
Delaware,2020-08-11,15634,606,8500,6543,NA
District of Columbia,2020-08-11,12807,591,10188,2028,NA
Florida,2020-08-11,536961,8277,NA,528684,NA
Georgia,2020-08-11,219025,4229,NA,214796,NA
Hawaii,2020-08-11,3638,34,1548,2056,NA
Idaho,2020-08-11,25104,239,9157,15708,NA
Illinois,2020-08-11,196699,7846,NA,188853,NA
Indiana,2020-08-11,74992,2997,54068,17880,NA
Iowa,2020-08-11,49165,934,37317,10914,NA
Kansas,2020-08-11,31169,387,1319,29478,NA
Kentucky,2020-08-11,35254,775,8738,25741,NA
Louisiana,2020-08-11,131961,4287,89083,38591,NA
Maine,2020-08-11,4051,125,3537,389,NA
Maryland,2020-08-11,96258,3591,5910,86757,NA
Massachusetts,2020-08-11,121315,8741,99021,13553,NA
Michigan,2020-08-11,97306,6526,63636,27144,NA
Minnesota,2020-08-11,61516,1701,54364,5451,NA
Mississippi,2020-08-11,67649,1912,42391,23346,NA
Missouri,2020-08-11,61325,1361,NA,59018,NA
Montana,2020-08-11,5017,75,3413,1529,NA
Nebraska,2020-08-11,28696,348,20896,7452,NA
Nevada,2020-08-11,56972,963,1326,54683,NA
New Hampshire,2020-08-11,6840,419,6095,326,NA
New Jersey,2020-08-11,187705,15878,33013,136140,NA
New Mexico,2020-08-11,22444,690,9319,12435,NA
New York,2020-08-11,421336,32614,73736,314819,NA
North Carolina,2020-08-11,137562,2199,105093,30270,NA
North Dakota,2020-08-11,7713,113,6434,1166,NA
Ohio,2020-08-11,101731,3417,79321,18737,NA
Oklahoma,2020-08-11,43963,605,36378,6980,NA
Oregon,2020-08-11,21488,357,4226,16905,NA
Pennsylvania,2020-08-11,124269,7319,91978,24929,NA
Rhode Island,2020-08-11,19934,1038,1900,17019,NA
South Carolina,2020-08-11,101159,2048,37798,61313,NA
South Dakota,2020-08-11,9663,146,8371,1146,NA
Tennessee,2020-08-11,123914,1233,83170,39511,NA
Texas,2020-08-11,513939,9615,349833,150518,NA
Utah,2020-08-11,44390,345,34319,9726,NA
Vermont,2020-08-11,1462,58,1282,122,NA
Virginia,2020-08-11,100749,2327,12961,85461,NA
Washington,2020-08-11,64260,1733,NA,61950,NA
West Virginia,2020-08-11,7757,141,5699,1917,NA
Wisconsin,2020-08-11,61061,998,50662,9401,NA
Wyoming,2020-08-11,3042,28,2483,531,NA
Alabama,2021-08-11,615901,11648,NA,NA,1.8912130358612829
Alaska,2021-08-11,78701,400,NA,NA,0.5082527540946112
Arizona,2021-08-11,950827,18400,NA,NA,1.9351574997344416
Arkansas,2021-08-11,407892,6346,NA,NA,1.5558039873299796
California,2021-08-11,4076632,64853,NA,NA,1.5908475427755069
Colorado,2021-08-11,585352,7010,NA,NA,1.1975700091568833
Connecticut,2021-08-11,359638,8297,NA,NA,2.307042081203877
Delaware,2021-08-11,113090,1836,NA,NA,1.62348571933858
District of Columbia,2021-08-11,51589,1149,NA,NA,2.2272189807904788
Florida,2021-08-11,2768985,39695,NA,NA,1.4335577838088691
Georgia,2021-08-11,1231425,21862,NA,NA,1.7753415758166349
Hawaii,2021-08-11,47376,543,NA,NA,1.1461499493414389
Idaho,2021-08-11,205787,2226,NA,NA,1.0817009820834165
Illinois,2021-08-11,1447161,25975,NA,NA,1.794893588204768
Indiana,2021-08-11,788468,14091,NA,NA,1.78713657371003
Iowa,2021-08-11,382401,6193,NA,NA,1.6195041330958861
Kansas,2021-08-11,343203,5327,NA,NA,1.5521426094760244
Kentucky,2021-08-11,502712,7394,NA,NA,1.4708222600614267
Louisiana,2021-08-11,596534,11353,NA,NA,1.903160591014092
Maine,2021-08-11,71666,901,NA,NA,1.2572209974046271
Maryland,2021-08-11,475184,9869,NA,NA,2.0768796929189537
Massachusetts,2021-08-11,730381,18112,NA,NA,2.4798016377753527
Michigan,2021-08-11,1021681,21228,NA,NA,2.077752253394161
Minnesota,2021-08-11,620591,7798,NA,NA,1.2565441651586955
Mississippi,2021-08-11,368549,7685,NA,NA,2.085204409725708
Missouri,2021-08-11,712083,10413,NA,NA,1.4623295318101963
Montana,2021-08-11,118754,1726,NA,NA,1.4534247267460465
Nebraska,2021-08-11,231916,2287,NA,NA,0.9861329101916212
Nevada,2021-08-11,367709,6080,NA,NA,1.653481421450114
New Hampshire,2021-08-11,102205,1391,NA,NA,1.360990166821584
New Jersey,2021-08-11,1051712,26659,NA,NA,2.5348194182437767
New Mexico,2021-08-11,215781,4430,NA,NA,2.053007447365616
New York,2021-08-11,2180696,53758,NA,NA,2.4651762556541583
North Carolina,2021-08-11,1089923,13768,NA,NA,1.2632085018849954
North Dakota,2021-08-11,112560,1573,NA,NA,1.3974769012082444
Ohio,2021-08-11,1145925,20580,NA,NA,1.7959290529484917
Oklahoma,2021-08-11,501353,7531,NA,NA,1.5021352220890272
Oregon,2021-08-11,232436,2912,NA,NA,1.2528179800030976
Pennsylvania,2021-08-11,1244753,27914,NA,NA,2.2425332576021098
Rhode Island,2021-08-11,156539,2744,NA,NA,1.7529178032311437
South Carolina,2021-08-11,645859,9992,NA,NA,1.5470869028688925
South Dakota,2021-08-11,125599,2052,NA,NA,1.6337709695140883
Tennessee,2021-08-11,927010,12876,NA,NA,1.3889817801318216
Texas,2021-08-11,3272462,53831,NA,NA,1.6449694450233494
Utah,2021-08-11,441131,2511,NA,NA,0.5692186674706606
Vermont,2021-08-11,25663,263,NA,NA,1.0248217277792933
Virginia,2021-08-11,711078,11578,NA,NA,1.6282320645555055
Washington,2021-08-11,495357,6187,NA,NA,1.2489981972597541
West Virginia,2021-08-11,170656,2972,NA,NA,1.7415150946934184
Wisconsin,2021-08-11,699551,8311,NA,NA,1.1880477620645242
Wyoming,2021-08-11,67326,793,NA,NA,1.1778510530849895
Alabama,2020-08-12,103485,1847,37923,64081,NA
Alaska,2020-08-12,3871,26,1344,2449,NA
Arizona,2020-08-12,188737,4199,26102,158436,NA
Arkansas,2020-08-12,50411,566,42998,6847,NA
California,2020-08-12,585315,10531,NA,568423,NA
Colorado,2020-08-12,51441,1874,5579,43969,NA
Connecticut,2020-08-12,50684,4444,8721,37519,NA
Delaware,2020-08-12,15699,608,8519,6589,NA
District of Columbia,2020-08-12,12896,593,10232,2071,NA
Florida,2020-08-12,542792,8553,NA,534239,NA
Georgia,2020-08-12,222588,4351,NA,218237,NA
Hawaii,2020-08-12,3756,34,1586,2136,NA
Idaho,2020-08-12,25598,246,9341,16011,NA
Illinois,2020-08-12,198248,7866,NA,190382,NA
Indiana,2020-08-12,75862,3010,56349,16444,NA
Iowa,2020-08-12,49521,946,38033,10542,NA
Kansas,2020-08-12,31454,393,1319,29756,NA
Kentucky,2020-08-12,35793,783,8819,26191,NA
Louisiana,2020-08-12,133125,4313,89083,39729,NA
Maine,2020-08-12,4052,126,3560,366,NA
Maryland,2020-08-12,96843,3604,5935,87304,NA
Massachusetts,2020-08-12,121707,8751,99021,13935,NA
Michigan,2020-08-12,98213,6533,63636,28044,NA
Minnesota,2020-08-12,61839,1707,55151,4981,NA
Mississippi,2020-08-12,68293,1944,49836,16513,NA
Missouri,2020-08-12,62445,1366,NA,60094,NA
Montana,2020-08-12,5104,77,3542,1485,NA
Nebraska,2020-08-12,29030,351,21113,7566,NA
Nevada,2020-08-12,57520,981,1361,55178,NA
New Hampshire,2020-08-12,6861,419,6126,316,NA
New Jersey,2020-08-12,188184,15890,33223,136362,NA
New Mexico,2020-08-12,22643,693,9428,12522,NA
New York,2020-08-12,422003,32620,73779,315437,NA
North Carolina,2020-08-12,138743,2248,116969,19526,NA
North Dakota,2020-08-12,7885,118,6668,1099,NA
Ohio,2020-08-12,102826,3441,80885,18233,NA
Oklahoma,2020-08-12,44728,618,37193,6917,NA
Oregon,2020-08-12,21774,368,4226,17180,NA
Pennsylvania,2020-08-12,125066,7348,92616,25057,NA
Rhode Island,2020-08-12,20053,1041,1911,17126,NA
South Carolina,2020-08-12,102130,2098,40837,59195,NA
South Dakota,2020-08-12,9713,146,8507,1060,NA
Tennessee,2020-08-12,124915,1271,85313,38331,NA
Texas,2020-08-12,522215,9593,358312,150166,NA
Utah,2020-08-12,44752,349,34764,9639,NA
Vermont,2020-08-12,1472,58,1295,119,NA
Virginia,2020-08-12,101745,2344,13152,86249,NA
Washington,2020-08-12,64800,1741,NA,62435,NA
West Virginia,2020-08-12,7879,147,5863,1869,NA
Wisconsin,2020-08-12,61785,1006,51456,9323,NA
Wyoming,2020-08-12,3073,29,2541,503,NA
Alabama,2021-08-12,619752,11689,NA,NA,1.8860770114497407
Alaska,2021-08-12,78701,400,NA,NA,0.5082527540946112
Arizona,2021-08-12,952797,18406,NA,NA,1.931786099242546
Arkansas,2021-08-12,410832,6366,NA,NA,1.5495384974880242
California,2021-08-12,4088383,64493,NA,NA,1.577469625521875
Colorado,2021-08-12,586562,7013,NA,NA,1.1956110351505893
Connecticut,2021-08-12,360552,8297,NA,NA,2.3011937251769514
Delaware,2021-08-12,113251,1836,NA,NA,1.6211777379449188
District of Columbia,2021-08-12,51853,1149,NA,NA,2.2158795055252347
Florida,2021-08-12,2768985,39695,NA,NA,1.4335577838088691
Georgia,2021-08-12,1238383,21894,NA,NA,1.76795062593721
Hawaii,2021-08-12,47848,545,NA,NA,1.139023574653068
Idaho,2021-08-12,206523,2236,NA,NA,1.0826881267461737
Illinois,2021-08-12,1451094,25984,NA,NA,1.7906489862131605
Indiana,2021-08-12,790926,14110,NA,NA,1.7839848481400282
Iowa,2021-08-12,387273,6210,NA,NA,1.6035199975211285
Kansas,2021-08-12,345910,5362,NA,NA,1.550114191552716
Kentucky,2021-08-12,505632,7408,NA,NA,1.465097145750269
Louisiana,2021-08-12,601941,11408,NA,NA,1.895202353719052
Maine,2021-08-12,71883,901,NA,NA,1.2534257056605873
Maryland,2021-08-12,476070,9870,NA,NA,2.0732245258050286
Massachusetts,2021-08-12,731821,18121,NA,NA,2.4761519551912285
Michigan,2021-08-12,1025003,21252,NA,NA,2.0733597852884333
Minnesota,2021-08-12,622216,7808,NA,NA,1.2548696915540585
Mississippi,2021-08-12,371712,7710,NA,NA,2.0741864669421486
Missouri,2021-08-12,716187,10429,NA,NA,1.4561839296161478
Montana,2021-08-12,119123,1726,NA,NA,1.4489225422462495
Nebraska,2021-08-12,232399,2285,NA,NA,0.9832228193752984
Nevada,2021-08-12,368625,6096,NA,NA,1.6537131230925737
New Hampshire,2021-08-12,102353,1393,NA,NA,1.3609762293240062
New Jersey,2021-08-12,1053398,26665,NA,NA,2.5313319372165126
New Mexico,2021-08-12,216494,4437,NA,NA,2.0494794313006364
New York,2021-08-12,2187349,53797,NA,NA,2.459461201664664
North Carolina,2021-08-12,1094886,13790,NA,NA,1.2594918557731123
North Dakota,2021-08-12,112744,1574,NA,NA,1.3960831618534024
Ohio,2021-08-12,1149318,20580,NA,NA,1.7906271371369804
Oklahoma,2021-08-12,503552,7594,NA,NA,1.5080865531265888
Oregon,2021-08-12,234393,2920,NA,NA,1.245770991454523
Pennsylvania,2021-08-12,1246528,27925,NA,NA,2.240222441854495
Rhode Island,2021-08-12,156824,2744,NA,NA,1.7497321838494109
South Carolina,2021-08-12,648508,10007,NA,NA,1.5430804246054015
South Dakota,2021-08-12,126458,2053,NA,NA,1.6234639168735865
Tennessee,2021-08-12,931107,12885,NA,NA,1.3838366589446756
Texas,2021-08-12,3293869,53939,NA,NA,1.6375575349232163
Utah,2021-08-12,442245,2518,NA,NA,0.5693676581985099
Vermont,2021-08-12,25757,263,NA,NA,1.0210816477074194
Virginia,2021-08-12,713195,11581,NA,NA,1.6238195724871882
Washington,2021-08-12,500434,6204,NA,NA,1.2397239196377543
West Virginia,2021-08-12,171199,2972,NA,NA,1.7359914485481809
Wisconsin,2021-08-12,701110,8314,NA,NA,1.1858338919713027
Wyoming,2021-08-12,67582,793,NA,NA,1.173389364031843
Alabama,2020-08-13,104219,1882,41523,61381,NA
Alaska,2020-08-13,3925,27,1359,2493,NA
Arizona,2020-08-13,189443,4347,26418,158678,NA
Arkansas,2020-08-13,51096,572,42998,7526,NA
California,2020-08-13,596862,10763,NA,580623,NA
Colorado,2020-08-13,51756,1875,5608,44254,NA
Connecticut,2020-08-13,50706,4450,8721,37535,NA
Delaware,2020-08-13,15765,608,8519,6654,NA
District of Columbia,2020-08-13,12959,593,10300,2066,NA
Florida,2020-08-13,550901,8765,NA,542136,NA
Georgia,2020-08-13,226153,4456,NA,221697,NA
Hawaii,2020-08-13,3958,38,1665,2255,NA
Idaho,2020-08-13,26134,246,9548,16340,NA
